1,1
10,2
100,1
1000,3
10000,1
1001,1
1002,1
1003,1
1004,4
1005,5
1006,6
1007,3
1008,1
1009,4
101,1
1010,7
1011,1
1012,8
1013,9
1014,10
1015,5
1016,1
1017,1
1018,11
1019,12
102,13
1020,1
1021,14
1022,5
1023,4
1024,6
1025,5
1026,5
1027,8
1028,1
1029,1
103,5
1030,15
1031,1
1032,1
1033,1
1034,1
1035,1
1036,1
1037,16
1038,2
1039,5
104,1
1040,11
1041,4
1042,17
1043,1
1044,12
1045,18
1046,19
1047,16
1048,5
1049,1
105,6
1050,1
1051,4
1052,12
1053,1
1054,1
1055,4
1056,4
1057,5
1058,5
1059,1
106,4
1060,18
1061,20
1062,1
1063,1
1064,5
1065,5
1066,4
1067,4
1068,5
1069,5
107,1
1070,4
1071,6
1072,21
1073,4
1074,15
1075,1
1076,22
1077,23
1078,4
1079,19
108,5
1080,17
1081,4
1082,5
1083,24
1084,25
1085,1
1086,1
1087,9
1088,26
1089,1
109,1
1090,10
1091,13
1092,1
1093,27
1094,1
1095,4
1096,11
1097,23
1098,4
1099,5
11,1
110,6
1100,5
1101,4
1102,9
1103,28
1104,15
1105,1
1106,1
1107,5
1108,1
1109,1
111,13
1110,29
1111,1
1112,5
1113,30
1114,28
1115,31
1116,4
1117,4
1118,1
1119,1
112,13
1120,1
1121,5
1122,32
1123,4
1124,5
1125,30
1126,20
1127,5
1128,4
1129,5
113,4
1130,1
1131,6
1132,2
1133,1
1134,33
1135,5
1136,4
1137,34
1138,4
1139,4
114,1
1140,35
1141,5
1142,5
1143,10
1144,22
1145,17
1146,5
1147,1
1148,36
1149,3
115,1
1150,6
1151,5
1152,1
1153,37
1154,11
1155,5
1156,38
1157,1
1158,5
1159,38
116,1
1160,4
1161,6
1162,1
1163,38
1164,4
1165,5
1166,12
1167,18
1168,6
1169,7
117,5
1170,5
1171,5
1172,1
1173,11
1174,6
1175,1
1176,5
1177,1
1178,1
1179,5
118,1
1180,15
1181,1
1182,25
1183,1
1184,5
1185,38
1186,4
1187,1
1188,39
1189,40
119,39
1190,1
1191,20
1192,1
1193,1
1194,41
1195,42
1196,5
1197,1
1198,4
1199,5
12,5
120,21
1200,27
1201,6
1202,25
1203,41
1204,13
1205,4
1206,14
1207,5
1208,10
1209,1
121,5
1210,5
1211,4
1212,22
1213,5
1214,4
1215,5
1216,6
1217,9
1218,6
1219,6
122,12
1220,43
1221,4
1222,5
1223,8
1224,26
1225,5
1226,1
1227,33
1228,10
1229,5
123,4
1230,4
1231,5
1232,6
1233,5
1234,18
1235,34
1236,23
1237,39
1238,1
1239,34
124,4
1240,4
1241,41
1242,1
1243,2
1244,6
1245,14
1246,22
1247,34
1248,28
1249,3
125,20
1250,1
1251,41
1252,1
1253,37
1254,5
1255,5
1256,5
1257,23
1258,44
1259,20
126,34
1260,3
1261,6
1262,4
1263,1
1264,13
1265,40
1266,6
1267,17
1268,5
1269,32
127,34
1270,5
1271,1
1272,5
1273,1
1274,5
1275,4
1276,5
1277,1
1278,4
1279,10
128,5
1280,1
1281,5
1282,5
1283,14
1284,8
1285,5
1286,4
1287,43
1288,6
1289,4
129,30
1290,4
1291,2
1292,45
1293,1
1294,1
1295,38
1296,33
1297,1
1298,1
1299,39
13,5
130,29
1300,1
1301,19
1302,1
1303,4
1304,41
1305,41
1306,5
1307,2
1308,4
1309,26
131,1
1310,38
1311,4
1312,8
1313,1
1314,16
1315,23
1316,4
1317,5
1318,16
1319,44
132,1
1320,5
1321,1
1322,14
1323,1
1324,1
1325,4
1326,4
1327,39
1328,2
1329,20
133,11
1330,1
1331,1
1332,5
1333,5
1334,1
1335,26
1336,5
1337,19
1338,1
1339,4
134,4
1340,1
1341,25
1342,19
1343,4
1344,1
1345,1
1346,5
1347,5
