1,212.9,6.3482,15,15,0,4,11,0,1
2,183.17,3.3333e-14,17,15,1,10,6,0,4
3,462.14,3.3333e-14,17,15,1,10,6,0,5
4,143.95,3.3333e-14,15,13,1,4,10,0,1
5,194.47,7.6923e-15,19,17,1,7,10,1,4
6,253.66,5.3039,17,17,0,10,7,0,3
7,304.99,9.0909e-15,21,19,1,9,8,3,4
8,216.36,3.3333e-14,15,13,1,2,12,0,2
9,151.02,6.204,15,15,0,6,9,0,2
10,148.38,6.348,15,15,0,4,11,0,2
11,325.16,6.0661,15,15,0,8,7,0,3
12,275.98,6.0661,15,15,0,8,7,0,2
13,266.33,6.2039,15,15,0,6,9,0,2
14,277.89,2.5e-14,17,15,1,6,10,0,4
15,247.87,5.3559,17,17,0,8,8,1,3
16,241.31,3.3333e-14,15,13,1,2,12,0,1
17,270.27,6.204,15,15,0,6,9,0,1
18,256.02,6.204,15,15,0,6,9,0,1
19,169.15,3.3333e-14,19,15,2,8,8,1,6
20,293.15,5.253,17,17,0,10,6,1,3
21,148.58,2.5e-14,17,15,1,6,10,0,4
22,282.44,5.3559,17,17,0,8,8,1,3
23,168.25,2.5e-14,17,15,1,6,10,0,2
24,190.64,5e-14,17,15,1,6,10,0,4
25,194.5,3.3333e-14,17,15,1,8,8,0,4
26,253.65,1e-13,19,17,1,10,8,0,6
27,176.24,3.3333e-14,17,15,1,8,8,0,5
28,204.45,3.3333e-14,15,13,1,2,12,0,1
29,286.92,3.3333e-14,15,13,1,4,10,0,3
30,159.46,2.5e-14,15,13,1,0,14,0,2
31,195.24,5.4629,17,17,0,6,10,1,4
32,339.78,3.3333e-14,17,15,1,4,12,0,3
33,259.69,3.3333e-14,17,15,1,10,6,0,4
34,245.45,5.4631,17,17,0,6,10,1,2
35,248.19,2.5e-14,17,15,1,6,10,0,3
36,288.22,5.304,17,17,0,10,7,0,4
37,216.76,3.3333e-14,17,15,1,2,13,1,3
38,227.31,6.2038,15,15,0,6,9,0,3
39,305.65,6.0661,15,15,0,8,7,0,3
40,364.92,5.9343,15,15,0,10,5,0,2
41,251.56,5.2529,17,17,0,10,6,1,2
42,233.23,6.2039,15,15,0,6,9,0,2
43,205.14,6.2039,15,15,0,6,9,0,2
44,178.34,6.2039,15,15,0,6,9,0,2
45,245.67,6.4991,15,15,0,2,13,0,2
46,280.58,5e-14,19,17,1,10,7,1,5
47,206.44,4.3056,21,21,0,10,9,2,5
48,182.78,5.2029,17,17,0,12,5,0,5
49,368.33,5.3039,17,17,0,10,7,0,4
50,333.34,6.2039,15,15,0,6,9,0,1
51,283.44,5.463,17,17,0,6,10,1,2
52,359.38,4.7946,19,19,0,10,9,0,3
53,186.91,5.3039,17,17,0,10,7,0,3
54,215.43,5.4632,17,17,0,6,10,1,1
55,193.53,5.4629,17,17,0,6,10,1,3
56,172.38,2.5e-14,19,17,1,8,10,0,3
57,236.95,7.6821,13,13,0,0,13,0,0
58,233.13,5e-14,17,15,1,6,10,0,4
59,305.21,6.0662,15,15,0,8,7,0,2
60,160.21,2.5e-14,15,13,1,2,12,0,2
61,153.37,2.5e-14,19,17,1,6,11,1,4
62,218.47,4.3745,21,21,0,8,11,2,3
63,234.79,6.348,15,15,0,4,11,0,2
64,181.31,6.2039,15,15,0,6,9,0,1
65,296.09,4.7528,19,19,0,10,8,1,4
66,184.74,6.2039,15,15,0,6,9,0,2
67,156.22,5.304,17,17,0,10,7,0,3
68,261.48,6.3481,15,15,0,4,11,0,2
69,424.89,6.0662,15,15,0,8,7,0,2
70,168.86,5.4088,17,17,0,6,9,2,4
71,211.99,8.3333e-15,17,15,1,3,12,1,2
72,266.27,3.3333e-14,19,17,1,4,13,1,4
73,273.68,6.2039,15,15,0,6,9,0,2
74,278.11,2.5e-14,17,15,1,6,9,1,2
75,290.66,6.2039,15,15,0,6,9,0,2
76,229.35,6.0662,15,15,0,8,7,0,2
77,182.46,5.4631,17,17,0,6,10,1,3
78,193.23,2.5e-14,17,13,2,4,11,0,2
79,324.61,3.3333e-14,19,17,1,10,8,0,5
80,310.06,6.0661,15,15,0,8,7,0,2
81,186.13,5.3038,17,17,0,10,7,0,3
82,249.67,5.4629,17,17,0,6,10,1,4
83,106.9,6.348,15,15,0,4,11,0,2
84,238.65,5.1538,17,17,0,12,4,1,4
85,207.03,5.4631,17,17,0,6,10,1,1
86,194.58,2.5e-14,15,13,1,4,10,0,1
87,175.36,6.348,15,15,0,4,11,0,2
88,289.79,2.5e-14,17,15,1,4,11,1,2
89,212.57,6.2039,15,15,0,6,9,0,1
90,169.27,5.3558,17,17,0,8,8,1,4
91,247.32,5.3559,17,17,0,8,8,1,2
92,122.72,2.5e-14,17,15,1,6,10,0,3
93,149.46,5.3038,17,17,0,10,7,0,3
94,212.12,6.2038,15,15,0,6,9,0,2
95,223.56,4.7946,19,19,0,8,9,2,3
96,424.75,3.3333e-14,15,13,1,4,10,0,2
97,201.72,3.3333e-14,17,15,1,8,8,0,4
98,252.57,6.2038,15,15,0,6,9,0,3
99,138.2,6.2751,15,15,0,4,10,1,2
100,208.4,5.2529,17,17,0,10,6,1,3
101,316.48,6.348,15,15,0,4,11,0,2
102,277.11,6.3481,15,15,0,4,11,0,1
103,208.97,3.3333e-14,17,15,1,4,11,1,3
104,331.2,6.2039,15,15,0,6,9,0,1
105,291.16,6.0661,15,15,0,8,7,0,2
106,287,3.3333e-14,17,15,1,6,9,1,4
107,173.75,8.3333e-15,17,15,1,5,10,1,3
108,209.44,3.3333e-14,17,15,1,6,9,1,3
109,207.91,6.348,15,15,0,4,11,0,1
110,188.29,6.2752,15,15,0,4,10,1,1
111,268.93,3.3333e-14,19,15,2,10,7,0,3
112,230.03,3.3333e-14,15,13,1,4,10,0,1
113,226.39,5.4629,17,17,0,6,10,1,4
114,233.22,6.3481,15,15,0,4,11,0,2
115,245.99,5.3558,17,17,0,8,8,1,4
116,148.31,6.2039,15,15,0,6,9,0,2
117,258.6,4.7529,19,19,0,10,8,1,3
118,293.19,6.3479,15,15,0,4,11,0,2
119,185.79,5e-14,17,15,1,12,4,0,5
120,274.9,5.4088,17,17,0,6,9,2,4
121,329.65,3.3333e-14,17,15,1,4,11,1,2
122,176.92,5.3559,17,17,0,8,8,1,4
123,171.25,2.5e-14,15,13,1,2,12,0,2
124,240.15,2.5e-14,15,13,1,2,12,0,2
125,159.36,6.2039,15,15,0,6,9,0,2
126,213.78,5.3039,17,17,0,10,7,0,4
127,221.6,3.3333e-14,17,13,2,8,7,0,5
128,235.48,5e-14,17,15,1,8,8,0,4
129,220.06,3.3333e-14,21,19,1,8,11,1,5
130,410.76,6.0661,15,15,0,8,7,0,2
131,225.28,3.3333e-14,17,15,1,8,8,0,4
132,131.31,5.3559,17,17,0,8,8,1,4
133,289.06,3.3333e-14,17,15,1,8,8,0,4
134,220.99,5.253,17,17,0,10,6,1,4
135,313.84,6.2039,15,15,0,6,9,0,2
136,336.46,5.3558,17,17,0,8,8,1,5
137,302.73,5.409,17,17,0,6,9,2,2
138,184.18,6.2039,15,15,0,6,9,0,1
139,164.87,6.2751,15,15,0,4,10,1,2
140,162.77,2.5e-14,17,15,1,8,8,0,4
141,228.71,6.0662,15,15,0,8,7,0,2
142,204.58,5.3557,17,17,0,8,8,1,5
143,389.73,6.348,15,15,0,4,11,0,1
144,177.84,8.3333e-15,19,17,1,7,10,1,3
145,292.73,5.4631,17,17,0,6,10,1,2
146,248.26,5.4088,17,17,0,8,9,0,5
147,203.42,6.348,15,15,0,4,11,0,2
148,193.27,6.2039,15,15,0,6,9,0,2
149,247.68,2.5e-14,17,15,1,4,12,0,3
150,198.57,2.5e-14,17,15,1,6,10,0,3
151,245.26,3.3333e-14,17,15,1,4,11,1,3
152,283.45,6.2037,15,15,0,6,9,0,3
153,165.81,5.3559,17,17,0,8,8,1,3
154,235.45,5.6319,17,17,0,4,13,0,3
155,279.73,6.348,15,15,0,4,11,0,2
156,211.46,6.348,15,15,0,4,11,0,2
157,301.66,2.5e-14,15,13,1,2,12,0,3
158,323.75,6.3481,15,15,0,4,11,0,1
159,268.08,5.2029,17,17,0,12,5,0,5
160,205.1,6.2039,15,15,0,6,9,0,2
161,160.43,5.4089,17,17,0,8,9,0,3
162,424.73,5.4089,17,17,0,8,9,0,4
163,185.3,9.0909e-15,17,15,1,7,8,1,4
164,246.35,3.3333e-14,19,17,1,6,12,0,3
165,262.88,6.0661,15,15,0,8,7,0,3
166,162.76,3.3333e-14,17,15,1,8,8,0,4
167,215.7,5.409,17,17,0,6,9,2,3
168,261.56,3.3333e-14,17,15,1,8,8,0,4
169,183.55,6.0661,15,15,0,8,7,0,2
170,293.01,2.5e-14,15,13,1,2,12,0,2
171,218.16,6.204,15,15,0,6,9,0,1
172,236.66,5.4629,17,17,0,6,10,1,3
173,191.01,5.3039,17,17,0,10,7,0,2
174,146.81,5.356,17,17,0,8,8,1,3
175,135.42,7.6821,13,13,0,0,13,0,0
176,207.81,5e-14,17,15,1,10,6,0,5
177,225.47,6.2751,15,15,0,4,10,1,2
178,143.99,6.348,15,15,0,4,11,0,2
179,175.54,6.348,15,15,0,4,11,0,2
180,230.32,6.2038,15,15,0,6,9,0,2
181,214.14,2e-14,17,15,1,4,12,0,2
182,302.66,5.3559,17,17,0,8,8,1,3
183,158.32,2.5e-14,17,15,1,8,8,0,4
184,238.95,5e-14,17,15,1,10,6,0,5
185,157.95,5.5184,17,17,0,6,11,0,2
