1,1
103,1
106,1
108,1
111,1
114,1
117,1
12,1
146,1
156,1
157,1
177,1
19,1
190,1
195,1
206,1
208,1
267,1
28,1
285,1
29,1
295,1
299,1
3,1
303,1
306,1
328,1
344,1
355,1
36,1
366,1
38,1
397,1
410,1
416,1
427,1
472,1
479,1
480,1
487,1
502,1
510,1
546,1
55,1
564,1
568,1
570,1
572,1
588,1
621,1
636,1
649,1
651,1
664,1
697,1
727,1
733,1
735,1
761,1
766,1
768,1
779,1
781,1
793,1
799,1
807,1
824,1
825,1
848,1
851,1
863,1
87,1
897,1
898,1
900,1
911,1
914,1
920,1
921,1
925,1
935,1
944,1
958,1
963,1
964,1
97,1
976,1
998,1
10,2
100,2
107,2
128,2
13,2
145,2
192,2
197,2
207,2
218,2
230,2
231,2
233,2
234,2
237,2
257,2
26,2
261,2
281,2
296,2
309,2
33,2
336,2
337,2
339,2
35,2
356,2
357,2
358,2
382,2
386,2
402,2
405,2
406,2
42,2
429,2
43,2
435,2
44,2
445,2
446,2
449,2
456,2
473,2
488,2
489,2
492,2
495,2
511,2
528,2
536,2
538,2
559,2
566,2
57,2
576,2
577,2
591,2
596,2
6,2
600,2
612,2
627,2
639,2
640,2
65,2
657,2
670,2
678,2
759,2
791,2
798,2
8,2
80,2
81,2
810,2
816,2
819,2
828,2
849,2
850,2
862,2
883,2
928,2
947,2
953,2
955,2
980,2
981,2
982,2
997,2
101,3
124,3
133,3
143,3
15,3
16,3
163,3
17,3
171,3
178,3
204,3
219,3
22,3
236,3
238,3
245,3
280,3
308,3
322,3
383,3
396,3
401,3
422,3
424,3
442,3
459,3
468,3
496,3
50,3
530,3
539,3
545,3
554,3
567,3
605,3
61,3
618,3
62,3
624,3
628,3
668,3
682,3
683,3
698,3
703,3
725,3
728,3
730,3
732,3
747,3
751,3
764,3
772,3
782,3
783,3
796,3
801,3
805,3
812,3
817,3
82,3
837,3
861,3
872,3
876,3
885,3
896,3
917,3
918,3
977,3
985,3
993,3
102,4
172,4
191,4
199,4
203,4
248,4
279,4
310,4
314,4
325,4
346,4
350,4
360,4
372,4
385,4
411,4
434,4
453,4
454,4
475,4
494,4
501,4
504,4
522,4
531,4
550,4
581,4
584,4
59,4
615,4
620,4
623,4
625,4
633,4
653,4
656,4
66,4
665,4
676,4
681,4
696,4
707,4
712,4
72,4
721,4
73,4
75,4
757,4
767,4
777,4
778,4
787,4
823,4
826,4
839,4
845,4
847,4
888,4
927,4
929,4
992,4
994,4
104,5
148,5
164,5
170,5
176,5
181,5
21,5
225,5
254,5
260,5
264,5
266,5
284,5
287,5
289,5
291,5
297,5
317,5
32,5
320,5
323,5
326,5
329,5
