1,1
10,2
100,3
1000,4
101,4
102,1
103,5
104,6
105,3
106,7
107,8
108,2
109,9
11,5
110,5
111,2
112,2
113,8
114,3
115,2
116,1
117,10
118,6
119,2
12,2
120,11
121,5
122,6
123,11
124,6
125,4
126,8
127,3
128,4
129,11
13,2
130,11
131,4
132,2
133,4
134,4
135,1
136,7
137,11
138,10
139,11
14,11
140,1
141,10
142,4
143,8
144,10
145,5
146,1
147,12
148,5
149,1
15,11
150,1
151,4
152,11
153,11
154,11
155,4
156,5
157,4
158,2
159,6
16,4
160,3
161,4
162,4
163,1
164,11
165,2
166,12
167,4
168,11
169,11
17,11
170,10
171,2
172,4
173,5
174,9
175,6
176,1
177,11
178,4
179,4
18,8
180,6
181,1
182,3
183,11
184,5
185,10
186,1
187,11
188,12
189,11
19,10
190,4
191,11
192,4
193,6
194,4
195,2
196,2
197,1
198,5
199,5
2,4
20,6
200,11
201,4
202,2
203,9
204,4
205,5
206,11
207,5
208,6
209,1
21,2
210,9
211,1
212,4
213,5
214,4
215,6
216,6
217,6
218,6
219,6
22,9
220,11
221,4
222,4
223,1
224,2
225,1
226,2
227,1
228,2
229,10
23,6
230,6
231,2
232,6
233,9
234,8
235,11
236,3
237,6
238,8
239,8
24,10
240,11
241,8
242,3
243,11
244,4
245,3
246,1
247,6
248,4
249,10
25,6
250,10
251,5
252,12
253,9
254,4
255,11
256,4
257,11
258,11
259,1
26,3
260,10
261,5
262,7
263,1
264,11
265,11
266,6
267,10
268,2
269,8
27,1
270,4
271,8
272,11
273,4
274,7
275,12
276,1
277,5
278,5
279,11
28,11
280,11
281,11
282,1
283,4
284,1
285,1
286,10
287,11
288,7
289,6
29,3
290,6
291,11
292,8
293,10
294,6
295,6
296,1
297,2
298,11
299,4
3,8
30,11
300,9
301,8
302,1
303,6
304,4
305,9
306,2
307,5
308,6
309,9
31,7
310,1
311,7
312,4
313,4
314,2
315,11
316,5
317,6
318,6
319,1
32,4
320,1
321,11
322,12
323,4
324,1
325,6
326,3
327,8
328,11
329,2
33,1
330,2
331,7
332,7
333,1
334,10
335,6
336,10
337,6
338,11
339,10
34,1
340,6
341,4
342,11
343,11
344,11
345,7
346,1
347,8
348,10
349,4
35,4
350,11
351,9
352,3
353,4
354,6
355,11
356,2
357,2
358,6
359,6
36,4
360,1
361,4
362,2
363,1
364,6
365,3
366,10
367,7
368,11
369,10
37,11
370,9
371,10
372,6
373,8
374,11
375,3
376,8
377,4
378,6
379,9
38,4
380,4
381,6
382,4
383,4
384,1
385,11
386,8
387,12
388,11
389,6
39,1
390,4
391,11
392,6
393,6
394,11
395,1
396,4
397,1
398,8
399,6
4,11
40,9
400,7
401,2
402,3
403,11
404,10
405,5
406,7
407,2
408,6
409,10
41,1
410,6
411,8
412,1
413,6
414,10
415,1
416,3
417,6
418,7
419,5
42,12
420,11
421,12
422,4
423,6
424,7
425,2
426,8
427,12
428,1
429,11
43,1
430,6
431,11
432,1
433,11
434,5
435,6
436,4
437,4
438,1
439,6
44,4
440,8
441,6
442,4
443,4
444,10
445,1
446,6
447,11
448,7
449,1
45,8
450,2
451,8
452,11
453,11
454,7
455,4
456,12
457,6
458,6
459,8
46,11
460,11
461,6
462,1
463,2
464,8
465,9
466,11
467,5
468,6
469,4
47,2
470,5
471,7
472,2
473,1
474,1
475,5
476,1
477,1
478,5
479,11
48,6
480,4
481,5
482,5
483,1
484,3
485,10
486,5
487,12
488,11
489,11
49,6
490,11
491,7
492,5
493,1
494,7
495,2
496,6
497,2
498,5
499,11
5,12
50,6
500,1
501,3
502,12
503,11
504,5
505,1
506,3
507,4
508,11
509,8
51,11
510,2
511,10
512,4
513,2
514,4
515,1
516,1
517,2
518,10
519,11
52,12
520,4
521,1
522,8
523,1
524,12
525,1
526,1
